id,group_id,name,sort_order
3b2af86d-1675-4a9a-ab30-68a6480a90b1,1771784189224,GFRIEND,2
48a7768b-9560-489c-bb01-e0b1ff62ebc9,1771784189224,SOLO,3
94781727-8b75-470e-b58e-bcea1c3ab3e2,1771784189224,VIVIZ,1
